## emapper-2.1.13	
## /usr/local/bin/emapper.py -i /inputs/GCA_000499845.2_P._vulgaris_v2.0_protein.faa --itype proteins -o /outputs/pvul_eggnog -m diamond --cpu 12 --data_dir /eggnog_db	
##	
#query	KEGG_ko
ESW03268.1	ko:K01738,ko:K14831
ESW04604.1	ko:K09422
ESW04605.1	ko:K09422
ESW04606.1	ko:K09422
ESW04607.1	ko:K09422
ESW04608.1	ko:K09422
ESW04609.1	ko:K18812
ESW04611.1	ko:K15687
ESW04612.1	ko:K15014
ESW04613.1	ko:K15014
ESW04614.1	-
ESW04615.1	-
ESW04616.1	ko:K09422
ESW04617.1	ko:K00901
ESW04618.1	-
ESW04619.1	-
ESW04620.1	-
ESW04621.1	-
ESW04622.1	-
ESW04624.1	ko:K17871
ESW04625.1	-
ESW04629.1	-
ESW04631.1	-
ESW04632.1	-
ESW04633.1	ko:K14763,ko:K20891
ESW04634.1	-
ESW04635.1	ko:K14763
ESW04637.1	ko:K19995
ESW04638.1	ko:K19995
ESW04639.1	ko:K04733
ESW04640.1	-
ESW04641.1	-
ESW04642.1	ko:K14487,ko:K14506
ESW04644.1	-
ESW04645.1	-
ESW04646.1	-
ESW04647.1	-
ESW04648.1	ko:K19241
ESW04649.1	ko:K19241
ESW04651.1	-
ESW04652.1	ko:K11000
ESW04653.1	-
ESW04654.1	-
ESW04655.1	ko:K00793
ESW04656.1	-
ESW04657.1	-
ESW04658.1	ko:K10666
ESW04659.1	ko:K10666
ESW04660.1	ko:K10666
ESW04661.1	-
ESW04664.1	-
ESW04672.1	-
ESW04674.1	-
ESW04675.1	-
ESW04676.1	ko:K17193
ESW04677.1	ko:K10664
ESW04678.1	ko:K10664
ESW04679.1	ko:K00232
ESW04680.1	ko:K07904
ESW04683.1	ko:K06207
ESW04684.1	ko:K04392
ESW04685.1	-
ESW04686.1	ko:K08288
ESW04688.1	-
ESW04689.1	-
ESW04693.1	-
ESW04694.1	-
ESW04695.1	-
ESW04696.1	ko:K15502,ko:K15503
ESW04697.1	ko:K20628
ESW04698.1	-
ESW04699.1	-
ESW04700.1	-
ESW04701.1	-
ESW04702.1	ko:K10635,ko:K19041
ESW04703.1	ko:K13259,ko:K13262,ko:K16040
ESW04704.1	-
ESW04705.1	-
ESW04706.1	-
ESW04707.1	-
ESW04708.1	-
ESW04710.1	-
ESW04711.1	ko:K19355
ESW04712.1	-
ESW04713.1	ko:K08819
ESW04714.1	ko:K08819
ESW04715.1	ko:K04733
ESW04716.1	-
ESW04717.1	-
ESW04718.1	-
ESW04719.1	ko:K01465
ESW04720.1	-
ESW04721.1	-
ESW04722.1	-
ESW04723.1	ko:K20098
ESW04755.1	ko:K08472
ESW04756.1	ko:K03676
ESW04757.1	-
ESW04758.1	-
ESW04759.1	-
ESW04763.1	ko:K08286
ESW04764.1	ko:K09510
ESW04765.1	-
ESW04766.1	-
ESW04767.1	-
ESW04771.1	-
ESW04773.1	ko:K03046
ESW04774.1	-
ESW04775.1	-
ESW04776.1	-
ESW04777.1	-
ESW04778.1	-
ESW04779.1	-
ESW04780.1	-
ESW04781.1	-
ESW04782.1	ko:K13348
ESW04783.1	-
ESW04785.1	-
ESW04786.1	-
ESW04788.1	ko:K09286
ESW04789.1	-
ESW04790.1	ko:K17506
ESW04791.1	ko:K16812
ESW04797.1	ko:K10695
ESW04798.1	ko:K02109
ESW04799.1	ko:K02178
ESW04800.1	ko:K05863
ESW04805.1	ko:K11982,ko:K19041
ESW04806.1	ko:K11982,ko:K19041
ESW04807.1	ko:K02868
ESW04808.1	ko:K16292
ESW04811.1	-
ESW04812.1	-
ESW04815.1	-
ESW04816.1	-
ESW04817.1	-
ESW04818.1	-
ESW04819.1	ko:K16055
ESW04820.1	ko:K16055
ESW04821.1	ko:K14455
ESW04822.1	-
ESW04823.1	ko:K03083,ko:K14502
ESW04824.1	ko:K02913
ESW04825.1	ko:K00430
ESW04826.1	-
ESW04827.1	-
ESW04828.1	-
ESW04829.1	-
ESW04830.1	-
ESW04831.1	ko:K08150
ESW04832.1	ko:K17193
ESW04833.1	ko:K03627
ESW04834.1	-
ESW04837.1	-
ESW04839.1	-
ESW04840.1	-
ESW04843.1	-
ESW04844.1	-
ESW04845.1	ko:K10664
ESW04847.1	-
ESW04848.1	-
ESW04849.1	-
ESW04850.1	ko:K01595
ESW04851.1	ko:K02116
ESW04852.1	-
ESW04853.1	-
ESW04854.1	ko:K16292
ESW04855.1	ko:K16292
ESW04857.1	ko:K00499
ESW04858.1	ko:K00499
ESW04859.1	ko:K16292
ESW04860.1	ko:K14488
ESW04863.1	ko:K14488
ESW04864.1	ko:K14488
ESW04867.1	ko:K14488
ESW04868.1	ko:K16292
ESW04871.1	-
ESW04872.1	-
ESW04873.1	-
ESW04879.1	-
ESW04880.1	ko:K14488
ESW04881.1	ko:K16292
ESW04882.1	ko:K16292
ESW04883.1	-
ESW04884.1	ko:K14488
ESW04885.1	ko:K16292
ESW04887.1	ko:K14488
ESW04888.1	ko:K14488
ESW04889.1	ko:K16292
ESW04890.1	ko:K16292
ESW04891.1	ko:K00053
ESW04892.1	-
ESW04893.1	ko:K20069
ESW04894.1	-
ESW04897.1	ko:K00850
ESW04898.1	ko:K13356
ESW04902.1	-
ESW04904.1	ko:K12873
ESW04906.1	-
ESW04907.1	-
ESW04908.1	ko:K11684
ESW04909.1	-
ESW04910.1	-
ESW04911.1	-
ESW04916.1	ko:K22038
ESW04917.1	ko:K17193
ESW04918.1	-
ESW04919.1	-
ESW04920.1	ko:K17756
ESW04921.1	ko:K17193
ESW04922.1	ko:K19025
ESW04923.1	-
ESW04924.1	-
ESW04927.1	-
ESW04929.1	-
ESW04940.1	ko:K10418
ESW04942.1	ko:K17193
ESW04943.1	ko:K17193
ESW04946.1	ko:K03113
ESW04947.1	ko:K03113
ESW04948.1	ko:K03146
ESW04949.1	ko:K20168
ESW04955.1	ko:K20302
ESW04956.1	ko:K05658
ESW04957.1	-
ESW04961.1	-
ESW04962.1	ko:K22038
ESW04963.1	ko:K22038
ESW04971.1	-
ESW04972.1	-
ESW04973.1	-
ESW04974.1	ko:K20867
ESW04975.1	-
ESW04976.1	ko:K03671
ESW04977.1	ko:K10405
ESW04978.1	ko:K10405
ESW04979.1	-
ESW04980.1	-
ESW04981.1	-
ESW04983.2	ko:K16292
ESW04984.1	-
ESW04985.1	-
ESW04986.1	ko:K04733
ESW04987.1	-
ESW04988.1	-
ESW04990.1	ko:K15803
ESW04991.1	ko:K15803
ESW04993.1	ko:K15803
ESW04994.1	-
ESW04995.1	ko:K15803
ESW04996.1	ko:K00423
ESW04997.1	ko:K15803
ESW04998.1	ko:K15803
ESW04999.1	ko:K15803
ESW05000.1	ko:K15803
ESW05001.2	ko:K10260,ko:K12862
ESW05002.1	-
ESW05003.1	ko:K15803
ESW05004.1	ko:K15803
ESW05005.1	ko:K15803
ESW05006.1	ko:K15803
ESW05007.1	ko:K02706
ESW05008.1	ko:K15803
ESW05009.1	ko:K15803
ESW05015.1	-
ESW05016.1	-
ESW05017.1	-
ESW05018.1	ko:K13116,ko:K13126
ESW05019.1	-
ESW05020.1	-
ESW05024.1	ko:K01601
ESW05025.1	ko:K08202
ESW05026.1	ko:K08150
ESW05027.1	-
ESW05028.1	-
ESW05029.1	ko:K17086
ESW05030.1	ko:K01188
ESW05031.1	ko:K00565
ESW05032.1	-
ESW05033.1	-
ESW05034.1	-
ESW05035.1	-
ESW05036.1	-
ESW05037.1	-
ESW05038.1	-
ESW05039.1	-
ESW05040.1	-
ESW05041.1	-
ESW05042.1	-
ESW05043.1	-
ESW05044.1	-
ESW05047.1	-
ESW05048.1	-
ESW05049.1	-
ESW05051.1	-
ESW05052.1	-
ESW05053.1	-
ESW05054.1	-
ESW05055.1	-
ESW05056.1	-
ESW05058.1	-
ESW05060.1	-
ESW05061.1	ko:K00451
ESW05062.1	ko:K00218
ESW05064.1	ko:K20241
ESW05065.1	ko:K20241
ESW05066.1	-
ESW05067.1	-
ESW05068.1	-
ESW05070.1	-
ESW05071.1	ko:K16465
ESW05074.1	ko:K19939
ESW05075.1	-
ESW05076.1	-
ESW05077.1	ko:K15377
ESW05078.1	ko:K04733
ESW05079.1	ko:K04733
ESW05081.1	ko:K04733
ESW05082.1	-
ESW05083.1	-
ESW05088.1	-
ESW05089.1	-
ESW05090.1	-
ESW05097.1	-
ESW05098.1	-
ESW05099.1	-
ESW05100.1	-
ESW05101.1	-
ESW05104.1	ko:K05115,ko:K05117,ko:K13912
ESW05107.1	ko:K05115,ko:K05117,ko:K13912
ESW05108.1	ko:K03809
ESW05109.1	-
ESW05110.1	-
ESW05111.1	ko:K03809
ESW05112.1	ko:K03809
ESW05113.1	-
ESW05114.1	ko:K03809
ESW05115.1	ko:K10635,ko:K19041
ESW05117.1	ko:K14487
ESW05118.1	-
ESW05119.1	-
ESW05120.1	-
ESW05124.1	ko:K15078,ko:K19613
ESW05125.1	-
ESW05128.1	-
ESW05129.1	-
ESW05130.1	-
ESW05131.1	-
ESW05132.1	-
ESW05133.1	-
ESW05136.1	ko:K06196
ESW05137.1	ko:K02730
ESW05138.1	ko:K10357
ESW05139.1	-
ESW05140.1	-
ESW05141.1	-
ESW05142.1	-
ESW05143.1	ko:K08914
ESW05144.1	ko:K00901
ESW05145.1	ko:K00901
ESW05148.1	ko:K11836
ESW05149.1	ko:K04733
ESW05150.1	-
ESW05151.1	ko:K18163
ESW05152.1	ko:K18163
ESW05154.1	-
ESW05156.1	-
ESW05157.1	-
ESW05158.1	-
ESW05159.1	-
ESW05161.1	-
ESW05162.1	-
ESW05165.1	ko:K00815
ESW05166.1	ko:K00815
ESW05168.1	ko:K03671
ESW05169.1	ko:K10666
ESW05170.1	ko:K00979
ESW05171.1	ko:K19041
ESW05175.1	-
ESW05176.1	-
ESW05177.1	ko:K21374
ESW05178.1	ko:K20891
ESW05179.1	ko:K10143
ESW05180.1	-
ESW05182.1	-
ESW05183.1	ko:K00026
ESW05184.1	-
ESW05185.1	-
ESW05187.1	ko:K12741
ESW05188.1	-
ESW05189.1	ko:K20496
ESW05190.1	-
ESW05191.1	-
ESW05192.1	-
ESW05193.1	-
ESW05194.1	ko:K10580
ESW05196.1	ko:K01595
ESW05197.1	ko:K06692
ESW05198.1	-
ESW05200.1	-
ESW05201.1	-
ESW05202.1	-
ESW05203.1	ko:K08657
ESW05204.1	ko:K08657
ESW05205.1	ko:K00074
ESW05206.1	-
ESW05208.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05209.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05213.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05214.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05216.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05217.1	-
ESW05218.1	ko:K07428,ko:K10717,ko:K17873,ko:K20660
ESW05219.1	ko:K08956
ESW05220.1	-
ESW05221.1	ko:K19937
ESW05222.1	ko:K08073
ESW05224.1	-
ESW05225.1	-
ESW05226.1	-
ESW05227.1	ko:K02968
ESW05228.1	ko:K09286
ESW05229.1	-
ESW05230.1	-
ESW05231.1	ko:K12828,ko:K17481
ESW05232.1	-
ESW05234.1	-
ESW05236.1	-
ESW05237.1	ko:K12828,ko:K17481
ESW05238.1	-
ESW05239.1	ko:K11254
ESW05240.1	ko:K12828,ko:K17481
ESW05241.1	-
ESW05243.1	-
ESW05244.1	ko:K13947
ESW05254.1	-
ESW05255.1	ko:K17506
ESW05256.1	ko:K17506
ESW05257.1	ko:K17506
ESW05258.1	-
ESW05259.1	-
ESW05261.1	-
ESW05263.1	ko:K03353
ESW05264.1	-
ESW05265.1	-
ESW05266.1	-
ESW05268.1	ko:K07428,ko:K10717,ko:K20660
ESW05269.1	ko:K07426,ko:K07428,ko:K10717,ko:K20660
ESW05270.1	ko:K19613
ESW05271.1	ko:K10956
ESW05272.1	-
ESW05273.1	-
ESW05274.1	-
ESW05276.1	-
ESW05278.1	ko:K01183
ESW05279.1	ko:K01183
ESW05281.1	-
ESW05282.1	ko:K01183
ESW05291.1	-
ESW05293.1	ko:K14829
ESW05294.1	-
ESW05295.1	ko:K15382
ESW05296.1	ko:K02871
ESW05297.1	-
ESW05300.1	-
ESW05301.1	-
ESW05302.1	-
ESW05303.1	ko:K10639
ESW05304.1	-
ESW05305.1	ko:K10664
ESW05307.1	-
ESW05308.1	ko:K09481
ESW05309.1	-
ESW05310.1	ko:K11593
ESW05311.1	ko:K02206
ESW05312.1	ko:K04733
ESW05313.1	ko:K03553
ESW05314.1	-
ESW05315.1	-
ESW05320.1	ko:K16055
ESW05321.1	ko:K16055
ESW05322.1	ko:K16055
ESW05323.1	ko:K19038
ESW05324.1	ko:K10664
ESW05325.1	ko:K19038
ESW05326.1	ko:K10664
ESW05327.1	ko:K10664
ESW05329.1	ko:K10664
ESW05330.1	ko:K19038
ESW05331.1	ko:K10664
ESW05332.1	ko:K10664
ESW05333.1	ko:K19038
ESW05334.1	-
ESW05341.1	ko:K10664
ESW05342.1	ko:K10664
ESW05343.1	-
ESW05344.1	-
ESW05345.1	-
ESW05346.2	ko:K10357
ESW05347.1	ko:K13459
ESW05348.1	ko:K07442
ESW05349.1	ko:K08472
ESW05350.1	ko:K08472
ESW05351.1	ko:K08472
ESW05352.1	ko:K21852
ESW05353.1	ko:K14537
ESW05354.1	ko:K14488
ESW05355.1	-
ESW05356.1	ko:K09260
ESW05357.1	ko:K20178
ESW05358.1	ko:K07305
ESW05359.1	-
ESW05360.1	ko:K00512,ko:K07408
ESW05361.1	-
ESW05363.1	-
ESW05364.1	-
ESW05366.1	-
ESW05368.1	-
ESW05369.1	ko:K03294,ko:K13866
ESW05370.1	ko:K20729
ESW05371.1	-
ESW05372.1	-
ESW05373.1	-
ESW05374.1	-
ESW05375.1	-
ESW05376.1	-
ESW05377.1	ko:K19042
ESW05378.1	-
ESW05379.1	ko:K19788
ESW05380.1	ko:K12617
ESW05381.1	-
ESW05382.1	-
ESW05385.1	-
ESW05386.1	-
ESW05387.1	-
ESW05388.1	-
ESW05392.1	-
ESW05394.1	-
ESW05395.1	-
ESW05397.1	-
ESW05398.1	-
ESW05401.1	ko:K08241,ko:K21483
ESW05404.1	-
ESW05405.1	-
ESW05406.1	-
ESW05407.1	ko:K14962
ESW05408.1	ko:K15200
ESW05409.1	-
ESW05410.1	-
ESW05411.1	-
ESW05412.1	-
ESW05418.1	ko:K03798
ESW05423.1	-
ESW05425.1	-
ESW05426.1	-
ESW05427.1	ko:K22378
ESW05428.1	ko:K22378
ESW05429.1	ko:K00799
ESW05430.1	ko:K22378
ESW05432.1	-
ESW05433.1	-
ESW05434.1	-
ESW05436.1	-
ESW05437.1	-
ESW05438.1	-
ESW05439.1	-
ESW05440.1	ko:K09291,ko:K16280,ko:K20478
ESW05441.1	ko:K09291,ko:K16280,ko:K20478
ESW05443.1	ko:K09291,ko:K16280,ko:K20478
ESW05444.1	ko:K09291,ko:K16280,ko:K20478
ESW05445.1	ko:K16280
ESW05446.1	ko:K16280
ESW05447.1	ko:K07052
ESW05449.1	ko:K19530
ESW05450.1	-
ESW05451.1	-
ESW05452.1	-
ESW05455.1	ko:K01246
ESW05458.1	-
ESW05459.1	-
ESW05460.1	ko:K01937
ESW05461.1	ko:K01937
ESW05462.1	-
ESW05463.1	-
ESW05464.1	ko:K12586
ESW05465.1	-
ESW05466.2	ko:K08657
ESW05467.1	-
ESW05468.1	ko:K19613
ESW05469.1	ko:K19613
ESW05472.1	ko:K04733
ESW05473.1	ko:K17868
ESW05475.1	-
ESW05476.1	ko:K04730
ESW05477.1	-
ESW05479.1	-
ESW05480.1	-
ESW05481.1	-
ESW05482.1	-
ESW05483.1	-
ESW05484.1	-
ESW05485.1	ko:K20791
ESW05486.1	-
ESW05487.1	-
ESW05488.1	-
ESW05490.1	-
ESW05492.1	-
ESW05494.1	ko:K13993,ko:K20478
ESW05495.1	-
ESW05496.1	-
ESW05498.1	ko:K14961
ESW05499.1	ko:K11820,ko:K13691,ko:K21374
ESW05500.1	ko:K01164
ESW05501.1	ko:K11984
ESW05503.1	-
ESW05508.1	ko:K13606
ESW05509.1	-
ESW05515.1	-
ESW05519.1	-
ESW05520.1	-
ESW05521.1	-
ESW05522.1	ko:K14432
ESW05523.1	ko:K14432
ESW05524.1	ko:K14432
ESW05525.1	ko:K08794,ko:K13412
ESW05526.1	-
ESW05527.1	ko:K11253
ESW05528.1	-
ESW05529.1	-
ESW05530.1	-
ESW05531.1	ko:K09285
ESW05532.1	-
ESW05533.1	-
ESW05534.1	ko:K12190
ESW05535.1	-
ESW05536.1	ko:K00326
ESW05542.1	ko:K06316
ESW05543.1	ko:K19347
ESW05544.1	ko:K20279
ESW05545.1	ko:K20279
ESW05546.1	ko:K20279
ESW05547.1	ko:K20279
ESW05551.1	ko:K01051
ESW05553.1	ko:K22312
ESW05554.1	ko:K05894
ESW05555.1	ko:K05894
ESW05556.1	-
ESW05557.1	-
ESW05558.1	-
ESW05559.1	-
ESW05560.1	-
ESW05561.1	-
ESW05562.1	-
ESW05563.1	-
ESW05566.1	ko:K15451
ESW05569.1	ko:K12180
ESW05570.1	-
ESW05571.1	-
ESW05572.1	-
ESW05576.1	-
ESW05577.1	ko:K09422
ESW05578.1	-
ESW05582.1	ko:K13457
ESW05583.1	-
ESW05584.1	ko:K04733
ESW05585.1	-
ESW05586.1	-
ESW05587.1	-
ESW05588.1	-
ESW05589.1	-
ESW05590.1	-
ESW05591.1	-
ESW05594.1	-
ESW05598.1	-
ESW05599.1	-
ESW05600.1	-
ESW05601.1	-
ESW05604.1	-
ESW05605.1	-
ESW05607.1	-
ESW05613.1	-
ESW05614.1	-
ESW05615.1	-
ESW05616.1	-
ESW05617.1	-
ESW05619.1	-
ESW05620.1	-
ESW05621.1	-
ESW05622.1	-
ESW05623.1	-
ESW05624.1	ko:K19613
ESW05625.1	ko:K19613
ESW05627.1	-
ESW05628.1	ko:K19613
ESW05629.1	-
ESW05631.1	-
ESW05632.1	-
ESW05633.1	ko:K14972
ESW05634.1	ko:K21752
ESW05635.1	-
ESW05636.1	ko:K16732
ESW05637.1	-
ESW05638.2	-
ESW05640.1	-
ESW05641.1	ko:K02945,ko:K14156
ESW05642.1	ko:K01765
ESW05643.1	-
ESW05644.1	ko:K19613
ESW05646.1	ko:K19613
ESW05649.1	ko:K19613
ESW05650.1	-
ESW05654.1	-
ESW05656.1	-
ESW05658.1	ko:K22312
ESW05659.1	ko:K22312
ESW05661.1	ko:K22312
ESW05662.1	ko:K22312
ESW05663.1	ko:K22312
ESW05664.1	ko:K22312
ESW05667.1	ko:K22312
ESW05668.1	ko:K22312
ESW05669.1	ko:K22312
ESW05670.1	ko:K08737
ESW05671.1	ko:K22312
ESW05672.1	ko:K22312
ESW05673.1	ko:K01469
ESW05674.1	ko:K01469
ESW05675.1	-
ESW05676.1	-
ESW05677.2	-
ESW05679.1	ko:K22312
ESW05680.1	ko:K22312
ESW05681.1	ko:K01188
ESW05682.1	ko:K01188
ESW05683.1	ko:K19613
ESW05684.1	ko:K19613
ESW05685.1	ko:K19613
ESW05688.1	ko:K04681
ESW05689.1	ko:K04681
ESW05690.1	ko:K03002
ESW05691.1	-
ESW05694.1	-
ESW05695.1	-
ESW05696.1	ko:K01188,ko:K01237
ESW05697.1	ko:K01188,ko:K01237
ESW05699.1	ko:K19613
ESW05701.1	ko:K01188,ko:K01237
ESW05702.1	ko:K19613
ESW05703.1	-
ESW05704.1	ko:K19613
ESW05709.1	-
ESW05710.1	ko:K19613
ESW05712.1	-
ESW05713.1	ko:K09567
ESW05714.1	ko:K03950
ESW05715.1	ko:K14431
ESW05716.1	ko:K02838
ESW05717.1	ko:K12486
ESW05718.1	ko:K12486
ESW05719.1	ko:K12486
ESW05720.1	ko:K12486
ESW05721.1	ko:K12486
ESW05722.1	ko:K12486
ESW05723.1	ko:K12486
ESW05724.1	ko:K12486
ESW05725.1	ko:K12486
ESW05727.1	ko:K12486
ESW05728.1	ko:K12486
ESW05729.1	ko:K12486
ESW05730.1	ko:K12486
ESW05731.1	ko:K12486
ESW05732.1	ko:K12486
ESW05733.1	ko:K12486
ESW05734.1	ko:K12486
ESW05735.1	ko:K12486
ESW05736.1	ko:K12486
ESW05737.1	ko:K12486
ESW05744.1	ko:K20782
ESW05745.1	ko:K20782
ESW05746.1	ko:K00889
ESW05747.1	-
ESW05748.1	-
ESW05749.1	-
ESW05751.1	-
ESW05752.1	ko:K17412
ESW05754.1	ko:K09548
ESW05755.1	ko:K01190
ESW05756.1	ko:K16251
ESW05757.1	ko:K17710
ESW05758.1	ko:K17710
ESW05759.1	ko:K14638
ESW05761.1	-
ESW05762.1	-
ESW05763.1	-
ESW05764.1	ko:K15542
ESW05765.1	ko:K22312
ESW05766.1	ko:K17479
ESW05767.1	ko:K12486
ESW05768.1	ko:K13421
ESW05769.1	ko:K04506
ESW05770.1	ko:K01379,ko:K01381
ESW05771.1	ko:K01379,ko:K01381
ESW05773.1	-
ESW05774.1	ko:K01379,ko:K01381
ESW05777.1	ko:K01379,ko:K01381
ESW05778.1	ko:K01379,ko:K01381
ESW05779.1	ko:K01379,ko:K01381
ESW05780.1	ko:K01379,ko:K01381
ESW05783.1	ko:K17098
ESW05784.1	ko:K17098
ESW05785.1	ko:K17098
ESW05786.1	ko:K17098
ESW05791.1	-
ESW05792.1	-
ESW05793.1	-
ESW05794.1	-
ESW05795.1	-
ESW05797.1	-
ESW05798.1	ko:K10685
ESW05799.1	ko:K10875
ESW05800.1	ko:K10875
ESW05801.1	-
ESW05802.1	ko:K10875
ESW05803.1	ko:K14573
ESW05804.1	ko:K14573
ESW05807.1	ko:K00465
ESW05808.1	ko:K08064
ESW05809.1	ko:K08064
ESW05810.1	ko:K08064
ESW05811.1	ko:K08064
ESW05812.1	ko:K13121
ESW05813.1	ko:K10999
ESW05814.1	-
ESW05815.1	-
ESW05816.1	-
ESW05817.1	-
ESW05818.1	-
ESW05819.1	ko:K09422
ESW05820.1	-
ESW05821.1	ko:K13096
ESW05822.1	-
ESW05823.1	ko:K09272
ESW05824.1	-
ESW05825.1	ko:K13265
ESW05826.1	-
ESW05827.1	ko:K13265
ESW05828.1	ko:K13265
ESW05829.1	-
ESW05831.1	-
ESW05832.1	ko:K05863,ko:K20782
ESW05833.1	ko:K19045
ESW05834.1	ko:K02739
ESW05836.1	-
ESW05837.1	ko:K07904
ESW05838.1	ko:K00512,ko:K07408,ko:K07418
ESW05839.1	-
ESW05840.1	-
ESW05841.1	ko:K03686
ESW05842.1	-
ESW05843.1	-
ESW05844.1	-
ESW05845.1	ko:K01188
ESW05846.1	-
ESW05848.1	ko:K09838
ESW05850.1	ko:K12831
ESW05851.1	ko:K00915,ko:K11251
ESW05852.1	ko:K00344
ESW05853.1	ko:K00344
ESW05858.1	ko:K19039
ESW05859.1	ko:K08202
ESW05860.1	ko:K08202
ESW05861.1	-
ESW05862.1	-
ESW05863.1	ko:K15027
ESW05864.1	ko:K01528
ESW05866.1	ko:K15631
ESW05867.1	ko:K17541,ko:K20177
ESW05868.1	ko:K00430
ESW05869.1	ko:K14509
ESW05870.1	-
ESW05872.1	ko:K15407
ESW05873.1	ko:K14404
ESW05877.1	-
ESW05879.1	-
ESW05880.1	-
ESW05881.1	-
ESW05882.1	ko:K09510
ESW05883.1	ko:K06100
ESW05884.1	ko:K06100
ESW05885.1	ko:K06100
ESW05886.1	-
ESW05887.1	-
ESW05889.1	-
ESW05890.1	-
ESW05891.1	ko:K14617
ESW05892.1	ko:K21373
ESW05894.1	ko:K07300
ESW05898.1	ko:K10802,ko:K11296
ESW05899.1	ko:K08681
ESW05900.1	-
ESW05901.1	ko:K08915
ESW05903.1	-
ESW05904.1	-
ESW05906.1	-
ESW05907.1	-
ESW05908.1	-
ESW05909.1	-
ESW05910.1	ko:K14638
ESW05912.1	ko:K19033
ESW05913.1	-
ESW05914.1	-
ESW05915.1	-
ESW05916.1	ko:K13946
ESW05918.1	ko:K14638
ESW05919.1	ko:K14638
ESW05920.1	ko:K14638
ESW05924.1	ko:K14638
ESW05933.1	-
ESW05934.1	ko:K06119
ESW05935.1	-
ESW05936.1	-
ESW05937.1	-
ESW05938.1	-
ESW05939.1	-
ESW05940.1	-
ESW05941.1	-
ESW05942.1	-
ESW05943.1	-
ESW05944.1	ko:K05909
ESW05945.1	-
ESW05946.1	-
ESW05947.1	-
ESW05948.1	-
ESW05949.1	ko:K07375
ESW05950.1	-
ESW05951.1	-
ESW05952.1	-
ESW05953.1	-
ESW05954.1	-
ESW05955.1	-
ESW05956.1	ko:K02871
ESW05957.1	-
ESW05958.1	ko:K01079
ESW05959.1	-
ESW05961.1	ko:K15279,ko:K15281
ESW05962.1	-
ESW05963.1	ko:K15103
ESW05964.1	ko:K20723
ESW05965.1	ko:K11863
ESW05966.1	-
ESW05967.1	ko:K13917
ESW05968.1	ko:K13917
ESW05969.1	-
ESW05970.1	-
ESW05971.1	-
ESW05972.1	-
ESW05973.1	-
ESW05974.1	ko:K09833
ESW05975.1	-
ESW05976.1	ko:K21373
ESW05978.1	-
ESW05979.1	-
ESW05980.1	ko:K14638
ESW05981.1	ko:K14638
ESW05982.1	-
ESW05983.1	-
ESW05984.1	-
ESW05985.1	ko:K09422
ESW05986.1	ko:K09422
ESW05990.1	ko:K20628
ESW05991.1	ko:K04733
ESW05992.1	-
ESW05993.1	-
ESW05994.1	-
ESW05995.1	-
ESW05996.1	-
ESW05997.1	ko:K00512,ko:K11818,ko:K12156
ESW05999.1	ko:K08998
ESW06000.1	ko:K07025,ko:K18551
ESW06001.1	-
ESW06002.1	ko:K09756,ko:K16296
ESW06003.1	ko:K09562
ESW06004.1	ko:K14486
ESW06005.1	ko:K02552,ko:K15040
ESW06006.1	ko:K14684
ESW06008.1	-
ESW06009.1	-
ESW06012.2	-
ESW06014.2	-
ESW06015.1	-
ESW06016.1	ko:K07408,ko:K20556
ESW06018.2	ko:K01853,ko:K15812
ESW06019.1	ko:K00512,ko:K00517,ko:K07418,ko:K13260,ko:K20623
ESW06020.1	ko:K00512,ko:K00517,ko:K07418,ko:K13260,ko:K20623
ESW06021.1	ko:K00512,ko:K00517,ko:K07418,ko:K13260,ko:K20623
ESW06022.1	ko:K01853,ko:K15812
ESW06023.1	ko:K20241
ESW06024.1	-
ESW06025.1	-
ESW06027.1	-
ESW06028.1	ko:K05841
ESW06030.1	ko:K20891
ESW06031.1	ko:K13065
ESW06032.1	-
ESW06033.1	ko:K13065
ESW06034.1	-
ESW06037.2	ko:K12657
ESW06038.1	-
ESW06039.1	-
ESW06040.1	ko:K07025,ko:K18551
ESW06041.1	-
ESW06042.1	ko:K20029
ESW06045.1	ko:K00761
ESW06048.1	ko:K18813
ESW06049.1	ko:K18813
ESW06050.1	-
ESW06051.1	-
ESW06052.1	-
ESW06053.1	-
ESW06054.1	-
ESW06055.1	-
ESW06056.1	-
ESW06057.1	-
ESW06059.1	-
ESW06060.1	ko:K00002
ESW06061.1	ko:K00002
ESW06062.1	ko:K00002
ESW06063.1	ko:K00002
ESW06064.1	ko:K00002
ESW06065.1	ko:K00002
ESW06066.1	ko:K00002
ESW06067.1	ko:K00002
ESW06068.1	ko:K00002
ESW06069.1	-
ESW06070.1	ko:K01176
ESW06075.2	-
ESW06078.1	-
ESW06079.1	ko:K16241
ESW06080.1	-
ESW06082.1	-
ESW06084.1	-
ESW06085.1	-
ESW06086.1	-
ESW06089.1	-
ESW06090.1	-
ESW06091.1	-
ESW06092.1	-
ESW06093.1	-
ESW06094.1	ko:K04733
ESW06095.1	ko:K04733
ESW06097.1	-
ESW06100.1	-
ESW06101.1	ko:K14508,ko:K21407
ESW06102.1	-
